FSCSKEY,ClusterNumber_Service,ClusterNumber_Staff,ClusterNumber_Finance,ClusterNumber_Collection
CA0017,VeryLarge_1,VeryLarge_3,VeryLarge_2,VeryLarge_7
CA0018,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0019,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0020,VeryLarge_1,VeryLarge_4,VeryLarge_1,VeryLarge_7
CA0021,Medium_2,Medium_5,Medium_2,Medium_9
CA0022,VeryLarge_6,VeryLarge_2,VeryLarge_2,VeryLarge_4
CA0023,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0024,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0025,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0026,Large_9,Large_2,Large_2,Large_7
CA0027,Large_9,Large_6,Large_4,Large_2
CA0028,VeryLarge_7,VeryLarge_5,VeryLarge_4,VeryLarge_1
CA0029,VeryLarge_1,VeryLarge_3,VeryLarge_2,VeryLarge_4
CA0030,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0031,VeryLarge_4,VeryLarge_3,VeryLarge_2,VeryLarge_7
CA0032,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0033,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0034,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0035,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0036,VeryLarge_1,VeryLarge_3,VeryLarge_2,VeryLarge_7
CA0037,Large_7,Large_7,Large_5,Large_7
CA0038,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0039,VeryLarge_1,VeryLarge_3,VeryLarge_2,VeryLarge_7
CA0040,VeryLarge_7,VeryLarge_5,VeryLarge_4,VeryLarge_1
CA0041,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_4
CA0042,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_1
CA0043,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0044,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0045,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0046,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0047,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0048,Large_3,Large_2,Large_1,Large_1
CA0049,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
CA0050,Large_9,Large_2,Large_3,Large_7
CA0051,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0053,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0054,VeryLarge_5,VeryLarge_3,VeryLarge_3,VeryLarge_7
CA0055,Large_1,Large_2,Large_2,Large_1
CA0057,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_7
CA0058,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_4
CA0059,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0060,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_7
CA0061,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_7
CA0062,VeryLarge_9,VeryLarge_7,VeryLarge_5,VeryLarge_6
CA0063,VeryLarge_9,VeryLarge_7,VeryLarge_5,VeryLarge_6
CA0064,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0065,VeryLarge_5,VeryLarge_4,VeryLarge_1,VeryLarge_5
CA0066,VeryLarge_5,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0067,VeryLarge_4,VeryLarge_3,VeryLarge_2,VeryLarge_7
CA0068,VeryLarge_1,VeryLarge_3,VeryLarge_2,VeryLarge_4
CA0069,Large_6,Large_6,Large_4,Large_2
CA0070,Medium_4,Medium_1,Medium_4,Medium_5
CA0071,Large_9,Large_2,Large_2,Large_2
CA0072,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_4
CA0073,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_4
CA0074,VeryLarge_3,VeryLarge_3,VeryLarge_2,VeryLarge_3
CA0075,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0076,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0077,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0078,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_7
CA0079,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_7
CA0080,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0081,VeryLarge_6,VeryLarge_5,VeryLarge_4,VeryLarge_1
CA0082,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_4
CA0083,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0084,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_1
CA0085,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0086,Large_3,Large_1,Large_1,Large_1
CA0087,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0088,Large_7,Large_5,Large_2,Large_7
CA0089,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0090,VeryLarge_3,VeryLarge_3,VeryLarge_2,VeryLarge_7
CA0091,VeryLarge_1,VeryLarge_4,VeryLarge_1,VeryLarge_5
CA0092,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0093,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0094,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_7
CA0095,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_7
CA0096,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0097,Large_9,Large_2,Large_3,Large_7
CA0098,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0099,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0100,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0101,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_5
CA0102,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_4
CA0103,VeryLarge_6,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0104,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_4
CA0105,VeryLarge_8,VeryLarge_5,VeryLarge_4,VeryLarge_1
CA0106,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_4
CA0107,Large_10,Large_1,Large_2,Large_1
CA0108,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0109,VeryLarge_7,VeryLarge_4,VeryLarge_1,VeryLarge_7
CA0110,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0111,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0112,VeryLarge_8,VeryLarge_5,VeryLarge_4,VeryLarge_1
CA0113,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_6
CA0114,VeryLarge_8,VeryLarge_6,VeryLarge_5,VeryLarge_6
CA0115,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_6
CA0116,Small_3,Small_1,Small_1,Small_3
CA0117,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_4
CA0118,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0119,Large_7,Large_7,Large_5,Large_2
CA0120,VeryLarge_6,VeryLarge_4,VeryLarge_4,VeryLarge_8
CA0121,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_5
CA0122,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_5
CA0123,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_3
CA0124,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0125,VeryLarge_6,VeryLarge_1,VeryLarge_1,VeryLarge_7
CA0126,VeryLarge_7,VeryLarge_5,VeryLarge_4,VeryLarge_6
CA0127,VeryLarge_6,VeryLarge_1,VeryLarge_1,VeryLarge_5
CA0128,Large_7,Large_5,Large_5,Large_5
CA0129,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0130,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_7
CA0131,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_7
CA0132,Medium_2,Medium_5,Medium_2,Medium_9
CA0133,VeryLarge_6,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0134,Large_1,Large_5,Large_2,Large_1
CA0135,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0136,VeryLarge_5,VeryLarge_4,VeryLarge_1,VeryLarge_1
CA0137,VeryLarge_5,VeryLarge_4,VeryLarge_1,VeryLarge_1
CA0138,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0139,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0140,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_7
CA0141,Medium_2,Medium_2,Medium_2,Medium_5
CA0142,VeryLarge_6,VeryLarge_1,VeryLarge_1,VeryLarge_1
CA0143,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_3
CA0144,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0145,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0146,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0147,Large_3,Large_1,Large_1,Large_1
CA0148,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
CA0149,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0150,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0151,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0152,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_5
CA0153,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
CA0154,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0155,Large_1,Large_2,Large_1,Large_1
CA0156,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0157,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0158,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0159,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0160,VeryLarge_3,VeryLarge_3,VeryLarge_2,VeryLarge_7
CA0161,Small_3,Small_7,Small_3,Small_4
CA0162,Small_4,Small_4,Small_2,Small_3
CA0163,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0164,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_5
CA0165,VeryLarge_3,VeryLarge_3,VeryLarge_2,VeryLarge_4
CA0166,Large_3,Large_2,Large_3,Large_1
CA0167,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0168,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0169,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
CA0192,Large_7,Large_1,Large_3,Large_2
CA0193,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0194,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_3
CA0195,Large_3,Large_1,Large_1,Large_1
CA0196,Large_6,Large_6,Large_4,Large_2
CA0197,Large_7,Large_7,Large_4,Large_5
CA0198,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_4
CA0199,VeryLarge_7,VeryLarge_5,VeryLarge_6,VeryLarge_1
CA0200,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0201,Large_7,Large_5,Large_5,Large_7
CA0202,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_3
CA0206,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_7
CA0207,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0208,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CA0209,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_3
CA0210,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_7
CA0211,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CO0001,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_7
CO0003,Small_1,Small_2,Small_5,Small_3
CO0004,Medium_2,Medium_6,Medium_4,Medium_2
CO0005,VeryLarge_6,VeryLarge_5,VeryLarge_4,VeryLarge_1
CO0006,Large_2,Large_3,Large_3,Large_1
CO0007,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_7
CO0008,Medium_1,Medium_3,Medium_3,Medium_7
CO0009,Large_2,Large_4,Large_2,Large_7
CO0010,Medium_2,Medium_5,Medium_2,Medium_4
CO0011,Large_1,Large_1,Large_3,Large_1
CO0012,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_3
CO0013,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_5
CO0014,Medium_3,Medium_6,Medium_2,Medium_4
CO0015,Medium_3,Medium_1,Medium_4,Medium_4
CO0016,Medium_4,Medium_6,Medium_3,Medium_7
CO0017,Large_6,Large_4,Large_2,Large_7
CO0020,Medium_6,Medium_4,Medium_1,Medium_7
CO0021,Medium_3,Medium_2,Medium_2,Medium_5
CO0022,Medium_4,Medium_3,Medium_3,Medium_7
CO0024,Large_5,Large_4,Large_3,Large_2
CO0026,Medium_4,Medium_6,Medium_1,Medium_7
CO0027,Medium_1,Medium_3,Medium_3,Medium_7
CO0034,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_6
CO0035,Small_8,Small_5,Small_4,Small_4
CO0036,Medium_4,Medium_1,Medium_1,Medium_4
CO0037,VeryLarge_7,VeryLarge_5,VeryLarge_4,VeryLarge_1
CO0038,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CO0039,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_3
CO0040,Large_9,Large_3,Large_2,Large_7
CO0041,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CO0042,Large_7,Large_7,Large_5,Large_5
CO0045,Medium_3,Medium_7,Medium_1,Medium_7
CO0046,VeryLarge_6,VeryLarge_1,VeryLarge_1,VeryLarge_2
CO0047,Large_1,Large_2,Large_3,Large_1
CO0048,Small_7,Small_6,Small_1,Small_3
CO0049,VeryLarge_5,VeryLarge_2,VeryLarge_2,VeryLarge_7
CO0050,Medium_4,Medium_1,Medium_4,Medium_4
CO0051,Large_9,Large_7,Large_5,Large_8
CO0052,Large_9,Large_5,Large_2,Large_1
CO0053,Small_4,Small_2,Small_1,Small_3
CO0054,Medium_4,Medium_1,Medium_1,Medium_4
CO0055,Small_4,Small_4,Small_2,Small_3
CO0056,Small_5,Small_3,Small_4,Small_7
CO0057,Medium_3,Medium_5,Medium_1,Medium_7
CO0058,Small_4,Small_4,Small_2,Small_3
CO0059,Small_1,Small_5,Small_5,Small_7
CO0060,VeryLarge_7,VeryLarge_5,VeryLarge_4,VeryLarge_8
CO0061,Small_1,Small_2,Small_5,Small_3
CO0062,Small_1,Small_5,Small_5,Small_3
CO0063,Medium_3,Medium_2,Medium_4,Medium_4
CO0064,Small_8,Small_6,Small_4,Small_7
CO0065,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
CO0066,Small_4,Small_1,Small_4,Small_7
CO0067,Medium_8,Medium_2,Medium_4,Medium_4
CO0068,Large_1,Large_2,Large_3,Large_1
CO0069,Medium_4,Medium_6,Medium_3,Medium_7
CO0070,Small_3,Small_2,Small_5,Small_4
CO0071,Medium_1,Medium_3,Medium_3,Medium_7
CO0072,VeryLarge_3,VeryLarge_3,VeryLarge_2,VeryLarge_3
CO0073,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_3
CO0074,VeryLarge_4,VeryLarge_2,VeryLarge_3,VeryLarge_3
CO0075,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_5
CO0077,Medium_5,Medium_5,Medium_4,Medium_7
CO0078,Medium_6,Medium_7,Medium_4,Medium_4
CO0080,Small_1,Small_6,Small_1,Small_3
CO0081,Medium_10,Medium_1,Medium_2,Medium_4
CO0082,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_7
CO0083,Small_1,Small_2,Small_1,Small_3
CO0085,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CO0087,Small_6,Small_6,Small_4,Small_7
CO0088,Small_7,Small_2,Small_1,Small_7
CO0090,Medium_1,Medium_3,Medium_3,Medium_7
CO0092,Small_9,Small_5,Small_4,Small_7
CO0094,Large_9,Large_3,Large_1,Large_7
CO0095,Medium_5,Medium_6,Medium_1,Medium_7
CO0096,VeryLarge_7,VeryLarge_5,VeryLarge_4,VeryLarge_1
CO0098,Large_7,Large_7,Large_4,Large_8
CO0099,VeryLarge_6,VeryLarge_1,VeryLarge_1,VeryLarge_1
CO0100,Medium_4,Medium_6,Medium_1,Medium_4
CO0102,Medium_3,Medium_1,Medium_3,Medium_4
CO0103,Medium_4,Medium_6,Medium_3,Medium_7
CO0107,Medium_6,Medium_6,Medium_1,Medium_4
CO0108,Medium_7,Medium_4,Medium_1,Medium_7
CO0109,Medium_2,Medium_2,Medium_2,Medium_5
CO0110,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CO0111,Small_5,Small_3,Small_4,Small_7
CO0112,Large_6,Large_7,Large_4,Large_5
CO0113,Large_2,Large_3,Large_3,Large_7
CO0114,Small_4,Small_1,Small_2,Small_3
CO0115,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CO0116,Small_4,Small_4,Small_2,Small_7
CO0117,Medium_2,Medium_5,Medium_5,Medium_5
CO0118,Large_1,Large_1,Large_1,Large_1
CO0119,Medium_2,Medium_5,Medium_2,Medium_5
CO0129,Medium_3,Medium_6,Medium_1,Medium_4
CO0130,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
CO0131,Large_6,Large_6,Large_5,Large_2
CO0132,Large_2,Large_4,Large_2,Large_7
CO0133,Small_3,Small_5,Small_4,Small_4
CO0134,Medium_4,Medium_6,Medium_1,Medium_4
CO0141,Medium_8,Medium_2,Medium_2,Medium_4
CO0143,Medium_7,Medium_2,Medium_2,Medium_2
CO0144,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
CO0145,VeryLarge_6,VeryLarge_5,VeryLarge_4,VeryLarge_5
CO0146,Large_6,Large_2,Large_1,Large_7
CO9014,Small_1,Small_4,Small_2,Small_3
CO9015,Small_8,Small_1,Small_1,Small_8
CO9016,Small_8,Small_6,Small_4,Small_4
CO9017,Small_1,Small_5,Small_4,Small_7
CO9018,Medium_6,Medium_6,Medium_4,Medium_4
CO9019,Small_4,Small_1,Small_2,Small_3
CO9023,Small_2,Small_4,Small_2,Small_3
CO9025,Medium_6,Medium_1,Medium_4,Medium_7
CO9026,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
CT0001,Medium_4,Medium_1,Medium_3,Medium_1
CT0002,Large_1,Large_2,Large_3,Large_3
CT0003,Medium_4,Medium_6,Medium_1,Medium_4
CT0004,Large_6,Large_7,Large_5,Large_2
CT0005,Medium_4,Medium_6,Medium_1,Medium_1
CT0006,Large_3,Large_1,Large_1,Large_1
CT0007,Large_1,Large_5,Large_2,Large_2
CT0008,Large_1,Large_1,Large_1,Large_1
CT0009,Medium_4,Medium_1,Medium_1,Medium_1
CT0010,Large_2,Large_5,Large_2,Large_2
CT0011,Medium_4,Medium_6,Medium_3,Medium_7
CT0012,Large_7,Large_7,Large_5,Large_2
CT0013,Medium_6,Medium_1,Medium_1,Medium_2
CT0014,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0015,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0016,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
CT0017,Small_6,Small_3,Small_4,Small_4
CT0018,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
CT0019,Large_1,Large_5,Large_3,Large_3
CT0020,Medium_1,Medium_6,Medium_3,Medium_3
CT0021,Medium_6,Medium_1,Medium_4,Medium_2
CT0022,Small_6,Small_5,Small_4,Small_2
CT0023,Medium_4,Medium_1,Medium_1,Medium_7
CT0024,Large_1,Large_5,Large_2,Large_3
CT0025,Small_4,Small_6,Small_5,Small_2
CT0026,Medium_4,Medium_1,Medium_1,Medium_1
CT0027,Large_4,Large_5,Large_2,Large_2
CT0028,Large_1,Large_2,Large_3,Large_3
CT0029,Medium_4,Medium_1,Medium_4,Medium_2
CT0030,Small_6,Small_2,Small_4,Small_4
CT0032,Large_1,Large_5,Large_3,Large_3
CT0033,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0035,Large_8,Large_6,Large_4,Large_2
CT0036,Medium_4,Medium_1,Medium_1,Medium_1
CT0037,Large_2,Large_5,Large_1,Large_3
CT0038,Large_1,Large_2,Large_3,Large_3
CT0039,Medium_10,Medium_5,Medium_4,Medium_5
CT0040,Medium_6,Medium_6,Medium_1,Medium_1
CT0042,Medium_7,Medium_7,Medium_4,Medium_1
CT0043,Large_1,Large_2,Large_3,Large_3
CT0045,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0046,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0047,Large_1,Large_7,Large_2,Large_2
CT0048,Medium_8,Medium_1,Medium_2,Medium_2
CT0050,Large_1,Large_1,Large_1,Large_1
CT0051,Large_1,Large_2,Large_2,Large_3
CT0052,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0053,Medium_8,Medium_5,Medium_4,Medium_2
CT0054,Medium_4,Medium_6,Medium_3,Medium_1
CT0055,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
CT0056,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0057,VeryLarge_3,VeryLarge_2,VeryLarge_2,VeryLarge_3
CT0059,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
CT0061,Medium_4,Medium_6,Medium_1,Medium_1
CT0062,Large_1,Large_2,Large_3,Large_3
CT0063,VeryLarge_1,VeryLarge_4,VeryLarge_1,VeryLarge_1
CT0064,VeryLarge_3,VeryLarge_2,VeryLarge_3,VeryLarge_2
CT0066,Large_3,Large_1,Large_1,Large_1
CT0067,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0068,VeryLarge_3,VeryLarge_2,VeryLarge_3,VeryLarge_3
CT0069,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0070,Large_6,Large_7,Large_5,Large_2
CT0071,Medium_6,Medium_1,Medium_4,Medium_2
CT0072,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_3
CT0073,VeryLarge_1,VeryLarge_4,VeryLarge_2,VeryLarge_7
CT0075,Medium_4,Medium_1,Medium_1,Medium_2
CT0076,Medium_6,Medium_7,Medium_4,Medium_2
CT0077,Medium_4,Medium_1,Medium_1,Medium_4
CT0078,Large_1,Large_5,Large_3,Large_3
CT0079,Medium_8,Medium_1,Medium_4,Medium_4
CT0080,Medium_6,Medium_1,Medium_4,Medium_2
CT0081,Large_5,Large_4,Large_3,Large_3
CT0082,Medium_8,Medium_1,Medium_4,Medium_7
CT0083,Medium_3,Medium_5,Medium_2,Medium_5
CT0084,Small_7,Small_6,Small_4,Small_4
CT0085,Large_7,Large_7,Large_5,Large_2
CT0086,VeryLarge_3,VeryLarge_1,VeryLarge_2,VeryLarge_3
CT0087,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0088,Medium_6,Medium_1,Medium_4,Medium_2
CT0089,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
CT0090,Medium_8,Medium_7,Medium_4,Medium_2
CT0091,Medium_4,Medium_6,Medium_4,Medium_1
CT0092,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_2
CT0093,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0094,Large_2,Large_5,Large_2,Large_2
CT0095,Large_3,Large_1,Large_1,Large_1
CT0096,Small_1,Small_5,Small_4,Small_2
CT0097,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0098,VeryLarge_4,VeryLarge_1,VeryLarge_2,VeryLarge_3
CT0099,Large_6,Large_6,Large_4,Large_2
CT0100,Large_3,Large_2,Large_3,Large_4
CT0101,Medium_1,Medium_1,Medium_3,Medium_7
CT0102,Medium_6,Medium_6,Medium_4,Medium_5
CT0103,VeryLarge_1,VeryLarge_4,VeryLarge_2,VeryLarge_2
CT0104,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_2
CT0105,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0106,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0107,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0108,Small_8,Small_3,Small_3,Small_4
CT0109,Large_5,Large_3,Large_3,Large_3
CT0110,Medium_1,Medium_6,Medium_3,Medium_1
CT0111,Large_2,Large_7,Large_2,Large_2
CT0112,Medium_4,Medium_1,Medium_3,Medium_1
CT0113,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_4
CT0114,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
CT0115,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
CT0116,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
CT0117,Medium_8,Medium_7,Medium_4,Medium_2
CT0118,Large_1,Large_5,Large_2,Large_3
CT0119,Large_1,Large_7,Large_3,Large_2
CT0120,Large_3,Large_1,Large_1,Large_1
CT0121,Large_3,Large_1,Large_1,Large_1
CT0124,Large_1,Large_5,Large_2,Large_2
CT0126,Large_1,Large_2,Large_3,Large_3
CT0127,Medium_1,Medium_1,Medium_3,Medium_1
CT0129,Medium_10,Medium_5,Medium_2,Medium_5
CT0130,Medium_4,Medium_6,Medium_1,Medium_4
CT0131,Medium_4,Medium_1,Medium_4,Medium_4
CT0132,Medium_8,Medium_7,Medium_4,Medium_4
CT0133,Medium_3,Medium_5,Medium_2,Medium_2
CT0134,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_3
CT0135,Large_7,Large_7,Large_2,Large_3
CT0136,Small_3,Small_6,Small_4,Small_4
CT0137,Medium_4,Medium_1,Medium_4,Medium_1
CT0138,Medium_4,Medium_1,Medium_4,Medium_4
CT0139,Small_6,Small_5,Small_1,Small_2
CT0140,Large_3,Large_3,Large_3,Large_3
CT0141,Medium_4,Medium_6,Medium_1,Medium_3
CT0142,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
CT0143,Medium_4,Medium_1,Medium_1,Medium_1
CT0144,Large_6,Large_7,Large_5,Large_2
